schedule_id,volunteer_id,volunteer_name,status,volunteer_shift_pref,schedule_date,shift_type,scheduled_hours,schedule_status,no_show_flag,calls_that_day,avg_call_duration_minutes,year,month,day_of_week,is_weekend,is_federal_holiday,program_is_open
3539,9514,Skyler N,Resigned,Afternoon,2025-04-22,Day,4,Scheduled,false,3,28.67,2025,4,Tuesday,false,false,true
3540,9524,Finley W,Active,Day,2025-04-22,Afternoon,4,Scheduled,false,1,8.00,2025,4,Tuesday,false,false,true
3541,9531,Skyler F,Active,Day,2025-04-22,Afternoon,4,Scheduled,false,2,22.50,2025,4,Tuesday,false,false,true
3542,9520,Skyler X,Active,Day,2025-04-23,Day,4,Scheduled,false,2,34.00,2025,4,Wednesday,false,false,true
3543,9503,Cameron T,Active,Afternoon,2025-04-23,Day,4,Scheduled,false,4,25.50,2025,4,Wednesday,false,false,true
3544,9547,Rowan C,Active,Afternoon,2025-04-23,Afternoon,4,Scheduled,false,1,7.00,2025,4,Wednesday,false,false,true
3545,9569,Riley D,Active,Afternoon,2025-04-23,Afternoon,4,Scheduled,false,1,36.00,2025,4,Wednesday,false,false,true
3546,9548,Taylor C,Active,Afternoon,2025-04-24,Day,4,Scheduled,false,4,23.25,2025,4,Thursday,false,false,true
3547,9510,Harper G,Resigned,Afternoon,2025-04-24,Day,4,Scheduled,false,3,25.67,2025,4,Thursday,false,false,true
3548,9570,Rowan T,Active,Afternoon,2025-04-24,Afternoon,4,Scheduled,false,2,26.50,2025,4,Thursday,false,false,true
3549,9505,Cameron Z,Active,Afternoon,2025-04-24,Afternoon,4,Scheduled,false,1,20.00,2025,4,Thursday,false,false,true
3550,9504,Riley A,Active,Day,2025-04-25,Day,4,Scheduled,false,3,18.67,2025,4,Friday,false,false,true
3551,9555,Parker Z,Active,Afternoon,2025-04-25,Day,4,Scheduled,false,4,21.50,2025,4,Friday,false,false,true
3552,9507,Quinn Y,Active,Day,2025-04-25,Afternoon,4,Scheduled,false,2,30.50,2025,4,Friday,false,false,true
3553,9565,Emerson S,Resigned,Afternoon,2025-04-25,Afternoon,4,Scheduled,true,0,,2025,4,Friday,false,false,true
3554,9549,Dakota J,Active,Day,2025-04-28,Day,4,Scheduled,true,0,,2025,4,Monday,false,false,true
3555,9533,Taylor F,Resigned,Afternoon,2025-04-28,Day,4,Scheduled,false,2,22.00,2025,4,Monday,false,false,true
3556,9510,Harper G,Resigned,Afternoon,2025-04-28,Afternoon,4,Scheduled,false,1,11.00,2025,4,Monday,false,false,true
3557,9503,Cameron T,Active,Afternoon,2025-04-28,Afternoon,4,Scheduled,false,2,16.50,2025,4,Monday,false,false,true
3558,9520,Skyler X,Active,Day,2025-04-29,Day,4,Scheduled,false,3,24.67,2025,4,Tuesday,false,false,true
3559,9548,Taylor C,Active,Afternoon,2025-04-29,Day,4,Scheduled,false,3,24.33,2025,4,Tuesday,false,false,true
3560,9509,Rowan F,Active,Afternoon,2025-04-29,Afternoon,4,Scheduled,true,0,,2025,4,Tuesday,false,false,true
3561,9559,Jordan M,Active,Day,2025-04-29,Afternoon,4,Scheduled,false,4,22.25,2025,4,Tuesday,false,false,true
3562,9570,Rowan T,Active,Afternoon,2025-04-30,Day,4,Scheduled,true,0,,2025,4,Wednesday,false,false,true
3563,9531,Skyler F,Active,Day,2025-04-30,Day,4,Scheduled,true,0,,2025,4,Wednesday,false,false,true
3564,9571,Parker W,Active,Afternoon,2025-04-30,Afternoon,4,Scheduled,false,2,24.00,2025,4,Wednesday,false,false,true
3565,9565,Emerson S,Resigned,Afternoon,2025-04-30,Afternoon,4,Scheduled,false,3,9.67,2025,4,Wednesday,false,false,true
3566,9501,Finley X,Active,Afternoon,2025-05-01,Day,4,Scheduled,false,2,29.50,2025,5,Thursday,false,false,true
3567,9555,Parker Z,Active,Afternoon,2025-05-01,Day,4,Scheduled,false,2,15.00,2025,5,Thursday,false,false,true
3568,9507,Quinn Y,Active,Day,2025-05-01,Afternoon,4,Scheduled,false,2,27.00,2025,5,Thursday,false,false,true
3569,9505,Cameron Z,Active,Afternoon,2025-05-01,Afternoon,4,Scheduled,false,4,30.50,2025,5,Thursday,false,false,true
3570,9514,Skyler N,Resigned,Afternoon,2025-05-02,Day,4,Scheduled,false,3,24.33,2025,5,Friday,false,false,true
3571,9547,Rowan C,Active,Afternoon,2025-05-02,Day,4,Scheduled,false,1,20.00,2025,5,Friday,false,false,true
3572,9524,Finley W,Active,Day,2025-05-02,Afternoon,4,Scheduled,false,3,20.33,2025,5,Friday,false,false,true
3573,9569,Riley D,Active,Afternoon,2025-05-02,Afternoon,4,Scheduled,false,3,22.00,2025,5,Friday,false,false,true
3574,9520,Skyler X,Active,Day,2025-05-05,Day,4,Scheduled,false,1,24.00,2025,5,Monday,false,false,true
3575,9514,Skyler N,Resigned,Afternoon,2025-05-05,Day,4,Scheduled,true,0,,2025,5,Monday,false,false,true
3576,9510,Harper G,Resigned,Afternoon,2025-05-05,Afternoon,4,Scheduled,false,2,21.50,2025,5,Monday,false,false,true
3577,9505,Cameron Z,Active,Afternoon,2025-05-05,Afternoon,4,Scheduled,false,3,25.33,2025,5,Monday,false,false,true
3578,9555,Parker Z,Active,Afternoon,2025-05-06,Day,4,Scheduled,false,1,15.00,2025,5,Tuesday,false,false,true
3579,9547,Rowan C,Active,Afternoon,2025-05-06,Day,4,Scheduled,true,0,,2025,5,Tuesday,false,false,true
3580,9501,Finley X,Active,Afternoon,2025-05-06,Afternoon,4,Scheduled,false,3,16.00,2025,5,Tuesday,false,false,true
3581,9565,Emerson S,Resigned,Afternoon,2025-05-06,Afternoon,4,Scheduled,false,4,24.50,2025,5,Tuesday,false,false,true
3582,9569,Riley D,Active,Afternoon,2025-05-07,Day,4,Scheduled,false,2,27.00,2025,5,Wednesday,false,false,true
3583,9571,Parker W,Active,Afternoon,2025-05-07,Day,4,Scheduled,false,1,37.00,2025,5,Wednesday,false,false,true
3584,9524,Finley W,Active,Day,2025-05-07,Afternoon,4,Scheduled,false,1,40.00,2025,5,Wednesday,false,false,true
3585,9507,Quinn Y,Active,Day,2025-05-07,Afternoon,4,Scheduled,false,2,30.00,2025,5,Wednesday,false,false,true
3586,9548,Taylor C,Active,Afternoon,2025-05-08,Day,4,Scheduled,false,5,18.20,2025,5,Thursday,false,false,true
3587,9559,Jordan M,Active,Day,2025-05-08,Afternoon,4,Scheduled,true,0,,2025,5,Thursday,false,false,true
3588,9533,Taylor F,Resigned,Afternoon,2025-05-08,Afternoon,4,Scheduled,false,1,39.00,2025,5,Thursday,false,false,true
3589,9504,Riley A,Active,Day,2025-05-09,Day,4,Scheduled,true,0,,2025,5,Friday,false,false,true
3590,9503,Cameron T,Active,Afternoon,2025-05-09,Day,4,Scheduled,false,4,14.25,2025,5,Friday,false,false,true
3591,9570,Rowan T,Active,Afternoon,2025-05-09,Afternoon,4,Scheduled,true,0,,2025,5,Friday,false,false,true
3592,9517,Parker R,Active,Afternoon,2025-05-09,Afternoon,4,Scheduled,true,0,,2025,5,Friday,false,false,true
3593,9503,Cameron T,Active,Afternoon,2025-05-12,Day,4,Scheduled,true,0,,2025,5,Monday,false,false,true
3594,9507,Quinn Y,Active,Day,2025-05-12,Day,4,Scheduled,true,0,,2025,5,Monday,false,false,true
3595,9569,Riley D,Active,Afternoon,2025-05-12,Afternoon,4,Scheduled,false,3,28.00,2025,5,Monday,false,false,true
3596,9531,Skyler F,Active,Day,2025-05-12,Afternoon,4,Scheduled,false,2,14.00,2025,5,Monday,false,false,true
3597,9510,Harper G,Resigned,Afternoon,2025-05-13,Day,4,Scheduled,false,4,16.75,2025,5,Tuesday,false,false,true
3598,9555,Parker Z,Active,Afternoon,2025-05-13,Day,4,Scheduled,false,1,7.00,2025,5,Tuesday,false,false,true
3599,9548,Taylor C,Active,Afternoon,2025-05-13,Afternoon,4,Scheduled,false,2,32.50,2025,5,Tuesday,false,false,true
3600,9549,Dakota J,Active,Day,2025-05-13,Afternoon,4,Scheduled,false,1,12.00,2025,5,Tuesday,false,false,true
3601,9533,Taylor F,Resigned,Afternoon,2025-05-14,Day,4,Scheduled,false,3,17.67,2025,5,Wednesday,false,false,true
3602,9571,Parker W,Active,Afternoon,2025-05-14,Day,4,Scheduled,true,0,,2025,5,Wednesday,false,false,true
3603,9509,Rowan F,Active,Afternoon,2025-05-14,Afternoon,4,Scheduled,true,0,,2025,5,Wednesday,false,false,true
3604,9505,Cameron Z,Active,Afternoon,2025-05-14,Afternoon,4,Scheduled,false,3,17.67,2025,5,Wednesday,false,false,true
3605,9547,Rowan C,Active,Afternoon,2025-05-15,Day,4,Scheduled,false,1,40.00,2025,5,Thursday,false,false,true
3606,9520,Skyler X,Active,Day,2025-05-15,Day,4,Scheduled,false,1,29.00,2025,5,Thursday,false,false,true
3607,9570,Rowan T,Active,Afternoon,2025-05-15,Afternoon,4,Scheduled,false,4,20.00,2025,5,Thursday,false,false,true
3608,9517,Parker R,Active,Afternoon,2025-05-15,Afternoon,4,Scheduled,true,0,,2025,5,Thursday,false,false,true
3609,9501,Finley X,Active,Afternoon,2025-05-16,Day,4,Scheduled,false,2,25.00,2025,5,Friday,false,false,true
3610,9504,Riley A,Active,Day,2025-05-16,Day,4,Scheduled,false,1,12.00,2025,5,Friday,false,false,true
3611,9514,Skyler N,Resigned,Afternoon,2025-05-16,Afternoon,4,Scheduled,false,2,28.00,2025,5,Friday,false,false,true
3612,9559,Jordan M,Active,Day,2025-05-16,Afternoon,4,Scheduled,false,4,31.75,2025,5,Friday,false,false,true
3613,9548,Taylor C,Active,Afternoon,2025-05-19,Day,4,Scheduled,false,2,17.50,2025,5,Monday,false,false,true
3614,9555,Parker Z,Active,Afternoon,2025-05-19,Day,4,Scheduled,false,3,26.33,2025,5,Monday,false,false,true
3615,9571,Parker W,Active,Afternoon,2025-05-19,Afternoon,4,Scheduled,false,3,15.33,2025,5,Monday,false,false,true
3616,9507,Quinn Y,Active,Day,2025-05-19,Afternoon,4,Scheduled,false,3,11.67,2025,5,Monday,false,false,true
3617,9559,Jordan M,Active,Day,2025-05-20,Day,4,Scheduled,false,1,26.00,2025,5,Tuesday,false,false,true
3618,9501,Finley X,Active,Afternoon,2025-05-20,Day,4,Scheduled,false,2,26.00,2025,5,Tuesday,false,false,true
3619,9509,Rowan F,Active,Afternoon,2025-05-20,Afternoon,4,Scheduled,false,3,23.33,2025,5,Tuesday,false,false,true
3620,9569,Riley D,Active,Afternoon,2025-05-20,Afternoon,4,Scheduled,false,2,25.00,2025,5,Tuesday,false,false,true
3621,9547,Rowan C,Active,Afternoon,2025-05-21,Day,4,Scheduled,false,4,26.75,2025,5,Wednesday,false,false,true
3622,9549,Dakota J,Active,Day,2025-05-21,Day,4,Scheduled,false,3,17.33,2025,5,Wednesday,false,false,true
3623,9520,Skyler X,Active,Day,2025-05-21,Afternoon,4,Scheduled,false,3,18.33,2025,5,Wednesday,false,false,true
3624,9514,Skyler N,Resigned,Afternoon,2025-05-21,Afternoon,4,Scheduled,false,3,22.67,2025,5,Wednesday,false,false,true
3625,9524,Finley W,Active,Day,2025-05-22,Day,4,Scheduled,false,2,23.50,2025,5,Thursday,false,false,true
3626,9531,Skyler F,Active,Day,2025-05-22,Day,4,Scheduled,false,2,12.50,2025,5,Thursday,false,false,true
3627,9505,Cameron Z,Active,Afternoon,2025-05-22,Afternoon,4,Scheduled,true,0,,2025,5,Thursday,false,false,true
3628,9504,Riley A,Active,Day,2025-05-22,Afternoon,4,Scheduled,false,2,16.50,2025,5,Thursday,false,false,true
3629,9517,Parker R,Active,Afternoon,2025-05-23,Day,4,Scheduled,false,1,23.00,2025,5,Friday,false,false,true
3630,9533,Taylor F,Resigned,Afternoon,2025-05-23,Day,4,Scheduled,false,3,14.00,2025,5,Friday,false,false,true
3631,9565,Emerson S,Resigned,Afternoon,2025-05-23,Afternoon,4,Scheduled,false,2,17.00,2025,5,Friday,false,false,true
3632,9503,Cameron T,Active,Afternoon,2025-05-23,Afternoon,4,Scheduled,false,2,19.00,2025,5,Friday,false,false,true
3633,9547,Rowan C,Active,Afternoon,2025-05-26,Day,4,Scheduled,false,2,29.00,2025,5,Monday,false,true,true
3634,9559,Jordan M,Active,Day,2025-05-26,Day,4,Scheduled,false,3,27.67,2025,5,Monday,false,true,true
3635,9531,Skyler F,Active,Day,2025-05-26,Afternoon,4,Scheduled,false,1,33.00,2025,5,Monday,false,true,true
3636,9548,Taylor C,Active,Afternoon,2025-05-26,Afternoon,4,Scheduled,false,2,33.00,2025,5,Monday,false,true,true
3637,9507,Quinn Y,Active,Day,2025-05-27,Day,4,Scheduled,false,2,39.00,2025,5,Tuesday,false,false,true
3638,9533,Taylor F,Resigned,Afternoon,2025-05-27,Day,4,Scheduled,false,4,17.25,2025,5,Tuesday,false,false,true
3639,9555,Parker Z,Active,Afternoon,2025-05-27,Afternoon,4,Scheduled,false,2,25.00,2025,5,Tuesday,false,false,true
3640,9556,Jamie V,Active,Day,2025-05-27,Afternoon,4,Scheduled,false,2,30.50,2025,5,Tuesday,false,false,true
3641,9570,Rowan T,Active,Afternoon,2025-05-28,Day,4,Scheduled,false,2,10.00,2025,5,Wednesday,false,false,true
3642,9571,Parker W,Active,Afternoon,2025-05-28,Day,4,Scheduled,false,2,28.50,2025,5,Wednesday,false,false,true
3643,9503,Cameron T,Active,Afternoon,2025-05-28,Afternoon,4,Scheduled,false,5,25.20,2025,5,Wednesday,false,false,true
3644,9565,Emerson S,Resigned,Afternoon,2025-05-28,Afternoon,4,Scheduled,false,3,29.67,2025,5,Wednesday,false,false,true
3645,9504,Riley A,Active,Day,2025-05-29,Day,4,Scheduled,false,3,32.00,2025,5,Thursday,false,false,true
3646,9514,Skyler N,Resigned,Afternoon,2025-05-29,Day,4,Scheduled,false,2,19.00,2025,5,Thursday,false,false,true
3647,9569,Riley D,Active,Afternoon,2025-05-29,Afternoon,4,Scheduled,false,1,25.00,2025,5,Thursday,false,false,true
3648,9505,Cameron Z,Active,Afternoon,2025-05-29,Afternoon,4,Scheduled,false,3,11.67,2025,5,Thursday,false,false,true
3649,9510,Harper G,Resigned,Afternoon,2025-05-30,Day,4,Scheduled,false,2,10.50,2025,5,Friday,false,false,true
3650,9549,Dakota J,Active,Day,2025-05-30,Day,4,Scheduled,false,2,19.50,2025,5,Friday,false,false,true
3651,9517,Parker R,Active,Afternoon,2025-05-30,Afternoon,4,Scheduled,false,1,13.00,2025,5,Friday,false,false,true
3652,9520,Skyler X,Active,Day,2025-05-30,Afternoon,4,Scheduled,false,3,22.67,2025,5,Friday,false,false,true
3653,9520,Skyler X,Active,Day,2025-06-02,Day,4,Scheduled,false,4,20.75,2025,6,Monday,false,false,true
3654,9556,Jamie V,Active,Day,2025-06-02,Day,4,Scheduled,false,2,22.50,2025,6,Monday,false,false,true
3655,9547,Rowan C,Active,Afternoon,2025-06-02,Afternoon,4,Scheduled,false,2,19.00,2025,6,Monday,false,false,true
3656,9549,Dakota J,Active,Day,2025-06-02,Afternoon,4,Scheduled,false,2,16.50,2025,6,Monday,false,false,true
3657,9503,Cameron T,Active,Afternoon,2025-06-03,Day,4,Scheduled,false,2,28.50,2025,6,Tuesday,false,false,true
3658,9510,Harper G,Resigned,Afternoon,2025-06-03,Day,4,Scheduled,false,3,23.33,2025,6,Tuesday,false,false,true
3659,9548,Taylor C,Active,Afternoon,2025-06-03,Afternoon,4,Scheduled,false,1,9.00,2025,6,Tuesday,false,false,true
3660,9507,Quinn Y,Active,Day,2025-06-03,Afternoon,4,Scheduled,true,0,,2025,6,Tuesday,false,false,true
3661,9517,Parker R,Active,Afternoon,2025-06-04,Day,4,Scheduled,true,0,,2025,6,Wednesday,false,false,true
3662,9504,Riley A,Active,Day,2025-06-04,Day,4,Scheduled,false,2,34.50,2025,6,Wednesday,false,false,true
3663,9501,Finley X,Active,Afternoon,2025-06-04,Afternoon,4,Scheduled,false,2,13.50,2025,6,Wednesday,false,false,true
3664,9533,Taylor F,Resigned,Afternoon,2025-06-04,Afternoon,4,Scheduled,false,1,27.00,2025,6,Wednesday,false,false,true
3665,9555,Parker Z,Active,Afternoon,2025-06-05,Day,4,Scheduled,false,2,33.00,2025,6,Thursday,false,false,true
3666,9514,Skyler N,Resigned,Afternoon,2025-06-05,Day,4,Scheduled,false,3,26.67,2025,6,Thursday,false,false,true
3667,9531,Skyler F,Active,Day,2025-06-05,Afternoon,4,Scheduled,false,3,26.00,2025,6,Thursday,false,false,true
3668,9571,Parker W,Active,Afternoon,2025-06-05,Afternoon,4,Scheduled,false,6,22.50,2025,6,Thursday,false,false,true
3669,9559,Jordan M,Active,Day,2025-06-06,Day,4,Scheduled,false,2,7.00,2025,6,Friday,false,false,true
3670,9565,Emerson S,Resigned,Afternoon,2025-06-06,Day,4,Scheduled,false,3,24.33,2025,6,Friday,false,false,true
3671,9524,Finley W,Active,Day,2025-06-06,Afternoon,4,Scheduled,true,0,,2025,6,Friday,false,false,true
3672,9569,Riley D,Active,Afternoon,2025-06-06,Afternoon,4,Scheduled,true,0,,2025,6,Friday,false,false,true
3673,9547,Rowan C,Active,Afternoon,2025-06-09,Day,4,Scheduled,true,0,,2025,6,Monday,false,false,true
3674,9556,Jamie V,Active,Day,2025-06-09,Day,4,Scheduled,false,4,15.75,2025,6,Monday,false,false,true
3675,9503,Cameron T,Active,Afternoon,2025-06-09,Afternoon,4,Scheduled,false,1,39.00,2025,6,Monday,false,false,true
3676,9504,Riley A,Active,Day,2025-06-09,Afternoon,4,Scheduled,false,2,21.50,2025,6,Monday,false,false,true
3677,9501,Finley X,Active,Afternoon,2025-06-10,Day,4,Scheduled,false,2,10.00,2025,6,Tuesday,false,false,true
3678,9571,Parker W,Active,Afternoon,2025-06-10,Day,4,Scheduled,false,2,22.00,2025,6,Tuesday,false,false,true
3679,9531,Skyler F,Active,Day,2025-06-10,Afternoon,4,Scheduled,false,2,15.50,2025,6,Tuesday,false,false,true
3680,9572,Alex V,Active,Afternoon,2025-06-10,Afternoon,4,Scheduled,true,0,,2025,6,Tuesday,false,false,true
3681,9520,Skyler X,Active,Day,2025-06-11,Day,4,Scheduled,false,2,26.50,2025,6,Wednesday,false,false,true
3682,9509,Rowan F,Active,Afternoon,2025-06-11,Day,4,Scheduled,false,3,13.33,2025,6,Wednesday,false,false,true
3683,9517,Parker R,Active,Afternoon,2025-06-11,Afternoon,4,Scheduled,false,3,14.67,2025,6,Wednesday,false,false,true
3684,9549,Dakota J,Active,Day,2025-06-11,Afternoon,4,Scheduled,true,0,,2025,6,Wednesday,false,false,true
3685,9570,Rowan T,Active,Afternoon,2025-06-12,Day,4,Scheduled,true,0,,2025,6,Thursday,false,false,true
3686,9524,Finley W,Active,Day,2025-06-12,Day,4,Scheduled,false,1,19.00,2025,6,Thursday,false,false,true
3687,9507,Quinn Y,Active,Day,2025-06-12,Afternoon,4,Scheduled,false,2,22.00,2025,6,Thursday,false,false,true
3688,9533,Taylor F,Resigned,Afternoon,2025-06-12,Afternoon,4,Scheduled,false,3,15.67,2025,6,Thursday,false,false,true
3689,9555,Parker Z,Active,Afternoon,2025-06-13,Day,4,Scheduled,false,4,20.75,2025,6,Friday,false,false,true
3690,9505,Cameron Z,Active,Afternoon,2025-06-13,Day,4,Scheduled,false,4,25.25,2025,6,Friday,false,false,true
3691,9510,Harper G,Resigned,Afternoon,2025-06-13,Afternoon,4,Scheduled,true,0,,2025,6,Friday,false,false,true
3692,9565,Emerson S,Resigned,Afternoon,2025-06-13,Afternoon,4,Scheduled,false,1,36.00,2025,6,Friday,false,false,true
3693,9547,Rowan C,Active,Afternoon,2025-06-16,Day,4,Scheduled,false,2,23.00,2025,6,Monday,false,false,true
3694,9565,Emerson S,Resigned,Afternoon,2025-06-16,Day,4,Scheduled,true,0,,2025,6,Monday,false,false,true
3695,9534,Jordan Q,Active,Day,2025-06-16,Afternoon,4,Scheduled,true,0,,2025,6,Monday,false,false,true
3696,9517,Parker R,Active,Afternoon,2025-06-16,Afternoon,4,Scheduled,false,2,29.00,2025,6,Monday,false,false,true
3697,9505,Cameron Z,Active,Afternoon,2025-06-17,Day,4,Scheduled,true,0,,2025,6,Tuesday,false,false,true
3698,9572,Alex V,Active,Afternoon,2025-06-17,Day,4,Scheduled,false,1,7.00,2025,6,Tuesday,false,false,true
3699,9548,Taylor C,Active,Afternoon,2025-06-17,Afternoon,4,Scheduled,false,3,31.00,2025,6,Tuesday,false,false,true
3700,9520,Skyler X,Active,Day,2025-06-17,Afternoon,4,Scheduled,false,1,28.00,2025,6,Tuesday,false,false,true
3701,9503,Cameron T,Active,Afternoon,2025-06-18,Day,4,Scheduled,false,3,21.33,2025,6,Wednesday,false,false,true
3702,9549,Dakota J,Active,Day,2025-06-18,Day,4,Scheduled,false,1,40.00,2025,6,Wednesday,false,false,true
3703,9514,Skyler N,Resigned,Afternoon,2025-06-18,Afternoon,4,Scheduled,false,3,20.33,2025,6,Wednesday,false,false,true
3704,9570,Rowan T,Active,Afternoon,2025-06-18,Afternoon,4,Scheduled,false,3,29.33,2025,6,Wednesday,false,false,true
3705,9569,Riley D,Active,Afternoon,2025-06-19,Day,4,Scheduled,false,1,6.00,2025,6,Thursday,false,true,true
3706,9531,Skyler F,Active,Day,2025-06-19,Day,4,Scheduled,false,2,16.00,2025,6,Thursday,false,true,true
3707,9501,Finley X,Active,Afternoon,2025-06-19,Afternoon,4,Scheduled,false,3,27.00,2025,6,Thursday,false,true,true
3708,9504,Riley A,Active,Day,2025-06-19,Afternoon,4,Scheduled,false,4,26.75,2025,6,Thursday,false,true,true
3709,9559,Jordan M,Active,Day,2025-06-20,Day,4,Scheduled,false,4,20.75,2025,6,Friday,false,false,true
3710,9571,Parker W,Active,Afternoon,2025-06-20,Day,4,Scheduled,false,3,21.33,2025,6,Friday,false,false,true
3711,9509,Rowan F,Active,Afternoon,2025-06-20,Afternoon,4,Scheduled,true,0,,2025,6,Friday,false,false,true
3712,9524,Finley W,Active,Day,2025-06-20,Afternoon,4,Scheduled,false,3,19.67,2025,6,Friday,false,false,true
3713,9531,Skyler F,Active,Day,2025-06-23,Day,4,Scheduled,false,2,12.50,2025,6,Monday,false,false,true
3714,9517,Parker R,Active,Afternoon,2025-06-23,Day,4,Scheduled,false,1,18.00,2025,6,Monday,false,false,true
3715,9548,Taylor C,Active,Afternoon,2025-06-23,Afternoon,4,Scheduled,false,3,15.33,2025,6,Monday,false,false,true
3716,9572,Alex V,Active,Afternoon,2025-06-23,Afternoon,4,Scheduled,false,2,11.00,2025,6,Monday,false,false,true
3717,9514,Skyler N,Resigned,Afternoon,2025-06-24,Day,4,Scheduled,false,3,17.00,2025,6,Tuesday,false,false,true
3718,9501,Finley X,Active,Afternoon,2025-06-24,Day,4,Scheduled,false,3,27.33,2025,6,Tuesday,false,false,true
3719,9533,Taylor F,Resigned,Afternoon,2025-06-24,Afternoon,4,Scheduled,false,1,27.00,2025,6,Tuesday,false,false,true
3720,9570,Rowan T,Active,Afternoon,2025-06-24,Afternoon,4,Scheduled,false,2,14.50,2025,6,Tuesday,false,false,true
3721,9547,Rowan C,Active,Afternoon,2025-06-25,Day,4,Scheduled,false,2,30.00,2025,6,Wednesday,false,false,true
3722,9507,Quinn Y,Active,Day,2025-06-25,Day,4,Scheduled,false,2,32.50,2025,6,Wednesday,false,false,true
3723,9509,Rowan F,Active,Afternoon,2025-06-25,Afternoon,4,Scheduled,false,2,26.50,2025,6,Wednesday,false,false,true
3724,9504,Riley A,Active,Day,2025-06-25,Afternoon,4,Scheduled,false,2,14.50,2025,6,Wednesday,false,false,true
3725,9569,Riley D,Active,Afternoon,2025-06-26,Day,4,Scheduled,false,3,16.33,2025,6,Thursday,false,false,true
3726,9565,Emerson S,Resigned,Afternoon,2025-06-26,Day,4,Scheduled,true,0,,2025,6,Thursday,false,false,true
3727,9549,Dakota J,Active,Day,2025-06-26,Afternoon,4,Scheduled,false,4,23.25,2025,6,Thursday,false,false,true
3728,9524,Finley W,Active,Day,2025-06-26,Afternoon,4,Scheduled,false,1,9.00,2025,6,Thursday,false,false,true
3729,9534,Jordan Q,Active,Day,2025-06-27,Day,4,Scheduled,false,1,17.00,2025,6,Friday,false,false,true
3730,9520,Skyler X,Active,Day,2025-06-27,Day,4,Scheduled,false,1,39.00,2025,6,Friday,false,false,true
3731,9559,Jordan M,Active,Day,2025-06-27,Afternoon,4,Scheduled,false,3,18.67,2025,6,Friday,false,false,true
3732,9556,Jamie V,Active,Day,2025-06-30,Day,4,Scheduled,false,2,17.50,2025,6,Monday,false,false,true
3733,9572,Alex V,Active,Afternoon,2025-06-30,Day,4,Scheduled,false,4,14.50,2025,6,Monday,false,false,true
3734,9565,Emerson S,Resigned,Afternoon,2025-06-30,Afternoon,4,Scheduled,true,0,,2025,6,Monday,false,false,true
3735,9547,Rowan C,Active,Afternoon,2025-06-30,Afternoon,4,Scheduled,false,2,22.50,2025,6,Monday,false,false,true
3736,9571,Parker W,Active,Afternoon,2025-07-01,Day,4,Scheduled,true,0,,2025,7,Tuesday,false,false,true
3737,9510,Harper G,Resigned,Afternoon,2025-07-01,Day,4,Scheduled,true,0,,2025,7,Tuesday,false,false,true
3738,9531,Skyler F,Active,Day,2025-07-01,Afternoon,4,Scheduled,false,1,21.00,2025,7,Tuesday,false,false,true
3739,9548,Taylor C,Active,Afternoon,2025-07-01,Afternoon,4,Scheduled,false,4,23.00,2025,7,Tuesday,false,false,true
3740,9514,Skyler N,Resigned,Afternoon,2025-07-02,Day,4,Scheduled,false,3,15.33,2025,7,Wednesday,false,false,true
3741,9559,Jordan M,Active,Day,2025-07-02,Day,4,Scheduled,false,2,16.50,2025,7,Wednesday,false,false,true
3742,9503,Cameron T,Active,Afternoon,2025-07-02,Afternoon,4,Scheduled,false,5,25.20,2025,7,Wednesday,false,false,true
3743,9501,Finley X,Active,Afternoon,2025-07-02,Afternoon,4,Scheduled,false,3,17.00,2025,7,Wednesday,false,false,true
3744,9570,Rowan T,Active,Afternoon,2025-07-03,Day,4,Scheduled,false,1,18.00,2025,7,Thursday,false,false,true
3745,9569,Riley D,Active,Afternoon,2025-07-03,Day,4,Scheduled,true,0,,2025,7,Thursday,false,false,true
3746,9504,Riley A,Active,Day,2025-07-03,Afternoon,4,Scheduled,false,2,25.50,2025,7,Thursday,false,false,true
3747,9549,Dakota J,Active,Day,2025-07-03,Afternoon,4,Scheduled,false,2,18.50,2025,7,Thursday,false,false,true
3748,9509,Rowan F,Active,Afternoon,2025-07-04,Day,4,Scheduled,false,2,9.50,2025,7,Friday,false,true,true
3749,9520,Skyler X,Active,Day,2025-07-04,Day,4,Scheduled,false,2,33.50,2025,7,Friday,false,true,true
3750,9505,Cameron Z,Active,Afternoon,2025-07-04,Afternoon,4,Scheduled,true,0,,2025,7,Friday,false,true,true
3751,9517,Parker R,Active,Afternoon,2025-07-04,Afternoon,4,Scheduled,false,2,11.00,2025,7,Friday,false,true,true
3752,9504,Riley A,Active,Day,2025-07-07,Day,4,Scheduled,false,1,20.00,2025,7,Monday,false,false,true
3753,9569,Riley D,Active,Afternoon,2025-07-07,Day,4,Scheduled,false,2,6.50,2025,7,Monday,false,false,true
3754,9556,Jamie V,Active,Day,2025-07-07,Afternoon,4,Scheduled,false,3,25.67,2025,7,Monday,false,false,true
3755,9501,Finley X,Active,Afternoon,2025-07-07,Afternoon,4,Scheduled,false,1,34.00,2025,7,Monday,false,false,true
3756,9571,Parker W,Active,Afternoon,2025-07-08,Day,4,Scheduled,false,3,27.00,2025,7,Tuesday,false,false,true
3757,9517,Parker R,Active,Afternoon,2025-07-08,Day,4,Scheduled,true,0,,2025,7,Tuesday,false,false,true
3758,9507,Quinn Y,Active,Day,2025-07-08,Afternoon,4,Scheduled,false,3,23.33,2025,7,Tuesday,false,false,true
